93	32	81	39	31	68	70	82	47	71	89	66	100	65	19	93	73	60	1	96	46	4	11	74	68	12	93	76	97	69	43	59	38	85	51	53	10	75	15	64	34	15	56	38	3	92	80	82	42	54	95	99	12	100	55	58	93	59	62	73	60	88	69	15	74	69	89	8	33	8	22	62	72	92	81	17	65	71	99	81	64	90	50	19	8	38	20	71	7	86	65	31	36	9	65	46	84	84	37	100	100	79	43	96	29	2	39	4	36	15	12	30	73	1	79	92	67	62	47	22	35	67	68	24	39	71	11	68
49	45	69	88	40	90	41	20	51	46	29	25	65	45	82	46	5	82	28	38	67	45	37	17	23	9	23	94	56	76	91	58	15	74	9	27	56	49	30	20	41	91	16	65	6	42	59	72	48	85	41	9	49	70	100	28	38	2	14	78	12	59	29	84	57	9	78	62	24	76	31	1	100	58	92	82	36	99	49	89	15	34	8	64	41	81	50	79	54	20	99	38	54	97	91	86	28	82	4	43	22	69	51	90	90	46	89	99	50	50	19	66	29	54	39	28	37	35	20	79	32	62	72	89	86	10	87	37
64	85	100	30	76	35	53	57	5	92	99	38	48	78	17	7	57	29	100	55	10	1	85	100	37	35	98	55	16	32	85	49	98	13	90	27	96	76	1	23	23	52	97	25	16	100	34	87	34	95	71	91	44	55	5	64	20	99	87	63	66	86	72	13	76	41	57	25	68	8	50	57	39	55	99	80	97	51	75	64	94	88	85	27	1	41	7	1	58	18	60	24	8	33	75	39	33	48	20	8	57	93	33	80	45	72	98	92	34	68	86	66	93	89	28	50	21	20	53	28	52	83	18	58	66	87	4	100
17	61	99	27	13	18	42	34	63	15	59	4	5	31	78	28	71	28	16	62	2	29	29	89	45	8	27	49	45	51	37	1	92	60	72	14	68	33	15	45	55	7	61	62	35	30	38	83	90	60	3	60	76	9	66	23	76	48	53	48	68	85	38	59	51	10	9	97	68	87	49	65	100	85	2	15	22	100	9	9	43	78	50	76	61	85	30	35	22	79	17	4	14	25	30	1	11	91	50	95	59	87	52	28	23	67	66	5	22	5	54	60	85	2	95	32	76	63	24	29	87	40	21	9	58	92	92	74
52	14	45	20	90	83	1	67	16	30	90	26	50	78	19	42	47	32	64	33	22	95	61	90	49	45	94	82	60	86	69	77	92	60	50	58	78	11	4	64	43	56	69	25	86	67	13	85	46	44	7	60	21	7	68	55	56	41	38	27	9	54	59	50	73	89	34	79	73	25	45	66	93	51	47	22	80	1	45	99	80	32	13	12	51	77	29	84	64	53	27	69	39	45	34	71	73	68	38	23	49	20	60	4	35	16	29	6	20	44	76	88	22	65	74	90	37	66	21	20	30	82	40	85	34	86	69	30
58	40	1	87	99	10	52	59	28	62	68	19	61	20	87	51	94	19	13	66	15	31	81	53	17	83	95	29	98	82	27	31	85	32	88	65	37	78	37	22	37	12	88	29	41	97	70	82	14	90	56	31	94	20	84	57	18	15	60	47	88	56	65	72	23	23	85	22	92	95	79	40	10	13	32	1	4	78	19	8	90	2	99	4	18	60	66	94	43	96	12	50	86	42	68	2	1	98	48	3	42	59	83	98	89	26	64	45	40	31	30	58	50	6	80	26	62	36	17	46	84	45	67	2	35	81	75	53
34	38	20	41	95	49	23	82	60	81	100	27	25	20	91	62	94	10	88	45	46	11	50	32	99	18	22	81	13	20	61	18	40	71	56	3	28	34	1	55	33	34	49	46	60	31	25	1	4	84	30	6	54	2	30	48	71	95	47	46	51	55	6	44	76	8	78	17	65	23	25	32	48	25	46	58	27	74	57	63	79	85	3	72	36	42	66	58	3	52	96	29	33	59	38	45	23	100	89	65	14	99	76	31	65	88	68	89	27	77	65	2	74	34	22	30	49	61	73	51	17	56	72	69	25	29	59	91
85	5	92	89	2	29	59	59	31	50	86	44	34	41	48	34	86	13	87	37	34	4	98	15	59	33	100	83	57	1	27	33	28	18	8	92	13	32	35	65	98	15	77	45	79	94	44	14	87	40	8	75	17	54	62	74	57	4	26	6	96	68	97	32	89	83	18	57	66	64	81	8	83	45	65	69	40	48	50	65	63	100	91	29	67	85	100	43	49	23	18	95	98	88	17	20	74	28	44	89	38	34	75	59	65	31	95	22	33	43	71	50	43	59	9	36	91	3	92	71	90	11	99	43	29	50	16	96
80	18	6	82	27	49	48	57	82	80	56	44	97	73	43	73	19	55	35	96	21	19	94	58	7	10	68	72	1	94	92	87	92	29	99	25	87	97	29	77	64	39	97	21	33	58	61	39	35	29	63	58	81	55	12	36	99	5	37	65	56	49	4	54	83	8	46	60	90	67	61	35	73	5	87	88	20	55	42	18	61	23	71	87	76	45	57	1	12	44	100	49	77	82	40	92	71	69	24	55	86	73	74	45	30	26	57	34	21	45	56	24	19	93	78	45	4	88	35	15	67	79	21	57	6	46	90	35
58	88	9	29	93	36	63	25	37	30	10	56	99	25	83	53	100	96	62	5	76	99	97	41	25	89	57	67	73	85	63	58	60	7	4	19	71	34	59	45	65	17	24	57	60	54	20	28	2	73	12	59	3	93	58	46	60	60	83	72	35	56	24	93	28	92	19	82	68	30	84	48	17	26	61	77	39	8	41	90	23	95	15	10	46	54	30	25	86	10	94	67	52	29	66	38	21	44	75	74	71	23	59	73	54	54	86	58	30	85	28	47	17	28	43	53	19	53	64	80	48	61	30	40	67	53	59	70
54	98	98	37	35	36	81	61	88	73	74	10	46	47	93	58	88	71	15	36	60	54	51	88	62	25	83	80	70	96	79	21	58	69	60	46	33	21	45	45	75	85	38	45	10	42	98	72	63	49	24	67	62	91	13	25	13	57	24	84	29	10	60	13	6	99	95	7	16	64	93	70	40	46	1	80	3	85	100	29	72	100	100	10	33	26	96	90	13	99	77	92	86	89	60	35	88	53	78	59	78	43	52	96	82	87	8	14	89	85	89	23	58	44	73	18	60	92	27	2	89	74	74	83	29	71	58	48
12	64	16	24	8	34	37	84	43	6	9	60	93	85	3	42	84	92	60	81	93	32	95	5	74	35	39	49	84	74	46	60	41	42	78	15	44	94	29	80	59	67	31	72	91	8	29	20	98	4	85	10	96	69	28	28	84	91	93	13	44	59	23	87	1	65	67	56	66	90	40	99	62	92	66	51	13	2	4	49	71	10	55	72	79	43	96	60	85	44	13	89	71	15	93	47	64	46	55	86	21	43	32	54	96	31	51	4	59	61	70	33	98	14	49	31	43	61	92	81	24	16	55	85	6	82	78	61
34	17	69	56	49	12	22	27	88	47	65	65	27	50	6	84	17	30	57	74	83	95	88	98	45	29	35	95	73	57	96	72	87	12	28	4	49	85	63	61	51	24	76	28	65	72	71	83	87	54	15	86	52	49	63	6	47	31	91	80	30	81	84	65	86	51	98	14	38	23	23	97	54	100	35	14	71	37	8	65	73	51	81	48	15	40	90	73	77	11	95	69	21	4	77	86	75	22	71	66	82	82	56	2	51	2	50	15	34	83	18	65	38	36	38	70	34	15	74	26	14	96	66	76	31	6	3	6
68	5	26	70	53	71	22	54	69	48	92	40	12	88	67	84	33	33	12	30	68	76	58	21	93	86	97	99	6	63	10	51	53	76	96	73	34	87	31	24	57	16	44	4	48	22	80	49	84	75	46	40	63	85	55	51	28	86	38	71	34	5	63	9	5	21	51	4	23	89	52	67	59	17	97	12	20	62	11	35	48	7	2	44	29	32	82	32	7	18	28	51	24	87	88	51	5	29	16	70	33	58	42	65	78	77	88	52	58	29	1	99	69	66	82	32	52	59	46	24	75	55	66	71	19	80	16	81
70	79	66	12	65	21	62	62	10	62	53	59	60	97	20	31	37	71	92	35	70	87	43	99	64	39	15	63	18	92	8	53	10	24	4	46	97	90	45	84	58	76	8	72	5	50	40	35	31	52	92	54	26	4	44	79	16	42	78	100	85	28	40	50	95	62	32	70	45	71	65	55	40	99	45	34	93	99	70	15	92	95	100	21	12	96	51	27	47	67	66	22	2	51	30	73	77	100	16	44	92	46	31	61	15	50	5	55	98	3	23	53	16	84	57	65	31	83	70	87	18	44	39	50	69	19	40	8
77	75	91	11	86	38	84	1	51	92	40	50	4	71	87	60	11	42	71	86	99	93	79	87	31	47	27	50	7	87	89	49	31	27	60	79	58	88	89	49	86	12	48	44	97	86	4	32	58	6	57	80	6	16	77	50	2	31	21	70	88	31	38	96	54	17	87	56	44	75	27	3	71	22	18	82	20	62	2	38	40	53	27	16	62	31	42	22	21	85	49	4	59	2	11	94	81	8	94	37	80	60	48	9	59	83	14	84	80	44	98	52	43	21	22	89	27	3	40	82	89	28	72	59	5	62	83	29
3	40	86	100	22	35	4	24	76	21	73	85	27	36	8	19	9	24	12	94	76	60	100	3	96	78	70	60	44	36	52	82	85	96	99	33	37	14	26	93	100	21	16	2	41	76	74	66	33	44	63	86	92	9	20	17	67	39	14	25	56	69	78	38	67	19	69	22	32	22	31	37	37	6	99	53	100	78	48	73	28	13	72	97	5	58	74	6	7	42	4	76	52	80	45	56	64	90	73	93	75	33	26	17	96	48	43	89	50	50	94	29	98	6	3	25	13	90	38	59	99	92	18	48	25	43	3	79
81	96	57	90	4	42	68	56	11	44	91	67	88	39	25	61	25	25	62	25	100	14	11	24	59	25	97	67	24	66	78	13	95	98	21	4	59	22	42	62	18	76	10	17	43	83	65	17	67	97	84	64	51	62	2	29	10	43	65	31	29	85	63	44	2	96	63	49	56	22	14	39	93	58	20	40	10	26	84	96	42	2	48	17	14	27	42	5	100	41	23	2	15	13	27	31	69	45	79	28	72	42	15	4	59	61	38	70	21	26	33	37	95	99	68	56	29	29	8	70	43	49	12	48	7	3	17	49
42	88	29	6	91	40	65	78	20	73	17	33	24	75	70	48	83	49	71	12	22	65	78	96	46	3	43	8	28	39	53	77	73	44	77	77	48	45	21	44	31	80	67	35	58	80	2	48	38	51	69	11	37	60	90	4	15	29	34	86	59	32	88	82	69	35	58	1	52	28	24	85	81	41	26	70	10	95	55	90	36	29	62	6	7	80	76	58	100	27	2	51	65	36	9	49	78	70	11	65	73	13	100	28	40	96	55	39	41	84	33	30	85	40	66	53	76	99	14	56	33	26	17	66	17	65	66	31
93	32	85	24	36	27	23	54	23	13	75	63	3	47	31	87	23	41	37	39	95	34	73	13	86	17	32	24	39	69	75	75	4	55	78	37	13	81	82	30	10	69	23	51	78	16	70	54	54	53	95	96	75	82	8	87	92	17	69	19	65	45	64	35	57	57	36	43	71	11	67	93	28	76	88	31	89	70	42	59	25	14	40	76	76	93	44	36	71	1	8	65	74	5	9	43	50	4	14	17	61	1	16	39	71	73	49	51	98	43	1	94	76	24	54	87	56	70	1	78	56	58	65	34	16	4	48	60
61	50	34	47	61	7	73	58	82	16	27	50	71	26	65	62	78	8	49	27	41	88	42	45	33	2	34	75	94	15	35	28	48	24	17	65	74	46	13	41	91	90	100	64	32	80	74	14	9	16	22	13	34	54	81	74	90	63	89	15	56	21	69	29	17	10	49	73	70	34	22	48	57	16	55	26	37	10	46	73	23	81	95	63	1	33	80	100	62	87	13	65	96	55	11	41	28	38	69	84	62	66	15	4	59	46	65	21	68	57	81	56	95	82	93	54	71	59	66	84	57	42	21	91	2	16	23	23
90	25	95	12	63	49	78	89	43	51	79	84	16	48	24	17	39	46	99	84	47	97	72	83	25	74	24	16	34	36	26	37	68	39	40	24	51	25	80	98	78	65	81	4	15	47	52	23	38	26	86	70	1	7	7	59	11	99	23	6	99	95	10	41	100	64	56	2	94	35	33	34	68	98	54	22	80	15	15	32	38	2	43	79	72	39	45	13	21	29	52	47	56	8	87	45	45	80	71	89	59	2	61	55	1	86	98	5	29	35	95	12	90	7	25	57	2	8	23	54	80	90	1	37	45	19	12	19
100	89	25	37	65	16	9	89	73	77	73	33	47	59	28	86	89	22	31	15	30	9	94	48	59	28	45	40	52	71	75	20	88	97	97	15	96	67	84	26	63	38	87	29	10	95	39	10	5	12	94	91	50	21	13	75	2	58	25	3	89	63	63	16	23	96	34	46	33	55	82	22	61	64	22	75	75	10	46	12	26	26	88	83	87	24	18	26	90	15	19	5	77	47	22	89	14	56	94	38	65	7	88	94	57	39	15	75	21	8	8	71	47	23	99	9	72	12	78	96	68	78	7	77	95	65	66	24
16	34	82	69	54	55	47	50	74	87	35	86	45	46	69	56	56	40	84	44	82	18	49	76	47	26	100	38	98	64	72	7	84	55	79	57	66	3	81	99	95	85	35	70	18	15	25	89	63	51	29	42	66	40	41	95	25	12	5	8	71	66	59	72	77	39	54	33	23	30	68	80	8	96	51	58	42	5	17	77	18	98	72	6	10	78	57	80	73	2	59	61	42	83	15	88	76	91	67	54	22	82	40	35	88	48	73	30	29	43	9	90	48	47	4	48	21	94	21	27	21	77	36	62	85	4	95	64
