32	12	77	57	66	99	26	8	23	25	61	72	15	37	5	14	56	6	5	76	27	14	70	59	9	29	75	3	39	71	44	70	97	28	30	86	84	82	51	94	96	42	26	42	58	66	30	45	23	8	46	48	44	26	29	44	79	75	36	28	30	49	66	25	94	30	15	89	83	95	47	46	87	35	20	22	5	25	82	62	16	69	80	45	45	94	75	10	15	80	30	52	29	22	37	77	54	45	18	97
99	44	92	56	24	93	35	73	39	35	78	96	89	47	46	46	10	71	69	46	44	29	71	79	100	98	75	59	4	85	3	61	17	4	63	95	86	44	100	61	2	96	4	90	23	96	6	19	8	25	49	86	48	13	65	69	53	54	40	86	46	99	16	48	48	21	56	98	50	8	89	77	27	87	46	68	44	55	54	74	23	46	31	85	24	94	30	28	13	31	96	74	83	21	36	52	8	86	73	24
95	25	39	33	25	36	32	91	32	56	4	55	16	74	58	24	57	9	56	30	10	32	19	59	97	76	97	62	33	91	46	40	18	55	37	28	55	98	14	53	77	15	90	61	92	74	89	81	59	21	12	10	14	77	94	68	66	56	60	38	85	90	24	98	24	52	32	25	18	32	79	32	24	96	53	64	3	70	43	95	3	13	20	91	21	85	64	88	6	13	30	18	83	20	37	38	77	83	52	76
46	51	60	13	84	47	33	74	88	41	60	47	18	25	86	19	73	79	65	40	88	82	76	47	30	87	7	41	25	59	4	52	48	87	39	48	35	14	98	74	79	56	76	78	10	69	99	2	100	53	56	3	27	100	48	34	12	86	34	60	100	83	39	90	11	71	16	72	63	77	18	73	9	32	63	32	50	97	66	6	83	84	98	57	65	81	26	67	12	32	4	97	21	2	43	90	63	55	3	24
57	89	73	79	43	23	11	60	88	86	42	9	33	9	100	4	47	80	46	22	99	62	78	10	90	75	65	17	70	2	47	18	35	18	24	46	94	49	27	94	58	52	13	34	60	62	45	44	49	73	8	97	67	56	25	18	11	84	20	68	21	90	78	60	42	29	15	78	34	81	25	70	46	43	83	9	23	88	65	43	9	29	68	31	32	65	34	3	83	68	90	30	23	35	87	57	42	22	19	38
33	18	96	96	17	92	3	1	93	77	81	38	78	30	19	70	52	12	95	3	92	50	19	31	86	91	18	9	32	15	83	35	66	62	14	88	77	39	79	37	1	67	5	47	100	15	22	26	75	10	66	53	83	58	25	2	44	43	11	22	75	93	64	12	90	34	100	24	75	39	15	14	89	47	97	78	53	73	20	98	99	18	52	76	72	63	27	14	62	83	81	13	67	18	42	87	95	92	96	43
9	79	17	87	76	39	64	48	32	89	79	72	57	71	38	26	56	20	95	92	14	37	62	13	99	25	69	32	36	78	28	31	33	66	98	29	2	25	82	83	51	27	37	86	57	88	32	63	95	95	51	98	16	16	68	85	27	20	67	3	39	37	75	14	2	90	16	91	62	1	52	84	22	46	66	10	70	18	76	23	20	46	1	72	25	8	100	54	48	24	33	34	43	98	61	50	81	46	93	4
23	2	88	36	66	98	94	85	65	81	78	70	49	67	1	25	56	90	73	73	97	91	48	32	17	10	30	89	71	50	15	37	55	73	47	79	63	92	5	36	86	5	6	2	99	55	67	8	39	90	24	60	3	84	69	59	57	48	52	37	65	71	88	4	8	93	20	67	30	58	93	74	26	90	64	80	48	57	51	70	40	46	100	66	83	26	73	7	82	72	35	75	82	38	10	17	96	71	87	32
29	62	6	46	4	45	65	83	31	62	69	39	22	32	99	78	75	45	68	38	10	10	61	37	6	56	73	63	60	65	57	96	28	37	50	55	18	67	78	57	81	16	15	74	29	70	92	81	1	51	59	36	25	36	26	82	66	25	94	63	32	58	41	48	83	79	99	32	61	100	20	8	65	10	89	75	89	42	17	74	13	24	43	84	10	34	96	40	31	49	21	57	16	48	15	74	35	43	33	89
90	90	45	100	63	44	30	5	82	33	3	2	90	19	44	23	84	91	55	23	35	49	10	98	80	64	71	58	18	26	49	7	72	38	16	41	21	56	60	54	9	26	93	62	67	74	71	2	5	72	17	82	18	74	96	48	18	94	25	65	83	16	28	3	78	66	14	20	4	68	76	44	93	45	21	13	40	27	60	20	66	35	78	61	72	4	7	26	51	49	43	45	13	89	63	73	42	45	72	57
