79096	67588	89013	78526	74550	74439	89127	77584	81592	71140	68639	74908	60617	80285	68129	62431	70494	79149	71352	75821	84667	88681	95817	76736	83745	70620	84364	74284	72255	61625	87165	69313
86278	83096	93956	92134	79345	88918	100761	103268	85807	90963	92723	83856	74570	90528	79504	86721	84903	97175	89241	96990	93267	103995	93232	85359	94932	84014	95945	87411	82315	71835	97245	92202
63564	65298	73821	76684	60305	66682	58685	67238	65765	67120	61909	70622	57982	57704	59335	62221	55618	52447	56966	58848	68752	76166	76949	66022	75226	67816	62988	61677	55481	55254	64117	55401
81104	83853	83200	96277	79116	87002	90236	97310	77547	79673	80940	89285	74467	79020	72371	79886	79384	89224	71538	85843	91616	93866	89623	86101	90793	72247	91844	76996	78108	67137	90731	78657
81198	75861	96792	87108	72355	68254	96233	92796	80247	80081	82749	74990	69260	80941	70196	82595	77219	79324	84782	84455	82315	92264	81909	75677	83412	74130	90711	81199	85748	67123	93288	69276
83650	85229	90036	99222	71074	87965	105934	91703	85840	82406	78007	89870	72649	77168	76533	76453	78612	90912	85366	94960	91069	89007	98580	80147	97286	83943	93846	84126	79019	67443	96378	69876
71896	71138	73039	82909	77368	75636	79652	84720	68756	74643	68220	85320	72295	75264	72674	76634	70401	80050	73425	81014	87476	83948	85568	78308	79587	76830	77760	84567	69649	73095	88165	76051
84171	83955	91049	90533	67693	93233	96231	97456	79964	91508	94116	89620	73748	77813	77084	81372	79023	90867	82792	90645	85640	98345	98605	80554	100367	82388	94724	81425	79047	71695	81999	73181
88787	82241	91985	92532	87927	74806	96433	95883	85521	81051	81413	83168	77435	87288	83011	82240	87044	88528	87379	101417	97169	92565	84059	81026	94438	81506	95461	88056	81542	72173	107218	82336
73802	64457	78620	81588	68081	72821	81100	76115	79081	74641	74910	79706	75409	61476	65214	69320	71627	70257	69221	66363	79473	81020	85403	76782	80750	73819	80201	70790	69478	61712	76114	61883
76309	67430	87668	85240	72003	75183	85713	87933	78880	76488	77674	79680	63987	73344	69637	69721	74392	82770	66340	83723	85491	87773	89731	70663	85900	73438	91941	74278	72291	65685	82179	71473
65213	58371	74965	67480	59873	71142	77797	66222	71107	72325	67436	64864	63919	59025	61740	62449	66108	68544	69417	77050	72777	80701	83714	69312	73671	79888	67258	66362	63611	62985	77931	70600
63868	72534	71627	82815	77149	75280	85587	82136	80011	72048	69329	76841	69955	75073	70240	64162	74472	83890	70909	89371	85036	76382	79695	68997	81995	71942	87213	81203	73547	65159	90053	73331
80231	74990	73317	86762	69008	87599	98288	87691	68584	76103	84520	83363	73847	75384	70096	78463	78492	92141	82491	82497	83829	84633	86532	85861	83013	72972	84769	79768	76735	72822	86800	83429
75096	79493	87513	98413	66461	91729	84165	85124	83093	80570	82816	90305	69807	76909	70209	76917	74499	74991	75696	84112	79974	88336	88403	71566	91456	81067	93799	84135	74272	66180	89339	68235
70803	72422	77129	81508	67986	80762	89172	88102	74553	75429	76443	81208	66032	66508	75717	72687	72198	82268	69592	79603	83823	83677	88283	70956	85404	67274	81260	66867	64721	57933	78287	75914
63131	65869	77327	76208	53680	69332	75515	73436	65647	69624	71803	63528	63834	59263	52695	70633	62526	69042	67880	71499	64962	79644	68418	67372	67173	72551	77291	72915	64457	59034	80797	63846
70358	69440	76420	86670	61555	72907	84848	77708	70453	63689	65518	78378	59037	70818	60764	66793	66844	65770	59126	65901	75699	74203	72014	61531	76115	63819	87246	74794	66130	54591	76001	63305
83296	85354	87312	91204	77791	85466	95565	90865	83543	77235	78793	101768	71698	79047	84513	85864	82680	81606	74711	86078	90004	95954	87127	83629	88089	86210	91751	81035	72819	73654	86814	85173
67233	75968	88136	85893	70456	89474	84218	87304	72688	83229	85148	81743	70154	72498	77015	77203	76040	78599	69105	83503	78867	85067	85996	75378	79605	75686	92569	79088	74641	71665	85545	78971
86699	93210	94177	103543	85924	98017	101025	92918	89460	81037	88466	96218	76495	86472	82868	83606	95735	94146	80673	96808	95832	102647	94194	96616	92204	89582	102870	89982	79959	79713	104967	93211
76203	74271	89151	94448	72879	76372	85947	90832	77097	71201	75933	81178	71975	74383	79934	73965	80576	81656	83518	84492	86546	87901	89800	74029	89621	77124	86035	76397	59117	63036	89506	76625
70097	92059	76816	86240	77434	89496	86515	86316	82907	72173	79907	80437	67894	72795	70355	74326	83936	79684	72210	89767	82667	95981	85017	85811	84353	74354	86039	68371	73788	66616	90766	83543
73278	69419	67597	73910	73385	70657	75429	75834	66248	71432	69021	74830	62360	65236	65132	63862	72344	73474	65052	79114	84979	75040	77725	75784	80460	64098	79115	70938	69145	64939	83356	56445
89074	88681	99660	101521	82284	88396	97549	96094	86176	80390	84207	87806	73069	91877	70495	78795	83530	85615	82645	92449	90819	107456	100333	95218	88549	87870	100122	89282	87561	78804	106789	86210
72784	87927	89307	93879	82220	86796	94469	90333	88334	77969	83176	90749	66814	80183	81600	72315	88313	81782	74336	79219	85911	100423	96375	85420	83311	79423	85214	80419	76446	69186	90960	85920
66286	59180	69209	70586	54234	70217	70331	71033	67389	71247	70769	70549	61568	56177	60185	62102	66003	65320	63958	63157	65509	72911	73175	63195	75528	65878	70613	62666	59169	51597	64521	55348
69627	75409	86595	75475	77371	71859	79302	83309	76860	71350	78818	74338	59700	80497	67688	74475	72807	73443	74882	87302	78854	96086	83005	78029	75141	77244	84529	74766	73167	66538	89581	82957
83139	87064	99056	98376	78266	86825	98961	101307	78263	90277	94745	88482	74716	87497	80221	90185	82737	88843	91874	95848	84703	100785	92678	91495	91058	81462	100089	84829	83983	70482	93659	78444
81404	82026	85045	80294	61359	79304	79338	83265	75859	76012	75649	79759	75434	66141	68089	75714	67433	83957	79826	80514	78944	90431	80953	69385	88834	81491	79333	70226	66247	62392	73837	67575
89087	85388	101472	97458	77251	89507	92918	94281	90889	90669	91831	89079	77638	82368	81628	78294	84511	90752	83582	92216	85892	102302	93298	85177	97491	89191	89631	81436	85353	70589	96816	84044
73697	71933	86182	92547	73930	76690	92991	92239	79940	74934	83481	79768	61823	91549	67304	81125	78153	74125	76270	91935	85130	97255	81572	79074	81065	81796	93639	80760	80180	71334	95708	90850
